ID,NAME OF THE DAM,OTHER NAME,DECIMAL DEGREE LATITUDE,DECIMAL DEGREE LONGITUDE,HEIGHT,LENGTH,RESERVOIR CAPACITY,RESERVOIR AREA,RESERVOIR NAME,RIVER,INTERNATIONAL,YEAR OF COMPLETION,FLOOD CONTROL,IRRIGATION,HYDROELECTRICITY,NAVIGATION,RECREATION,WATER SUPPLY,OTHER USE,COUNTRY,NEAREST TOWN,STATE / PROVINCE,NOTE
13.002,CUMARIPA,ING. F.C. AMELINCK,10.1778,-68.799269,29,187,63.82,8.508,,Yaracuy,,1971,X,X,,,,X,X,Venezuela,Chivacoa,Yaracuy,
13.0021,EL DILUVIO,,10.6220212,-72.41830392,75,,188,7.25,,El Palmar,,2006,X,X,,,,X,,Venezuela,Maracaibo,Zulia,
13.0022,DOS CERRITOS,ING. F. DE LOS RÝOS,9.742917,-69.81570053,45,853,118.76,9.808,,Tocuyo,,1974,X,X,,,,X,X,Venezuela,EL Tocuyo,Lara,
13.0023,EL ERMITANO,,10.247351,-70.568621,46,,22.5,1.4,,El Ermitaño,,1988,X,X,,,,,,Venezuela,Quebrada Arriba,Lara,
13.0024,LA ESTANCIA,,9.42524938,-64.79221945,20,1462,110.5,14.74,,Unare,,1967,X,X,,,X,X,,Venezuela,Aragua de Barcelona,Anzoategui,
13.0025,GUACAMAYAL,,9.951052,-65.700104,35,,7.7,0.66,,Guanape,,1978,,,,,,X,,Venezuela,Valle de Guanape,Anzoategui,
13.0026,EL GUAMO,GEOL. C. FLORES C.,10.0832482,-63.65636599,45,260,87,7.05,,Guarapiche,,1979,X,X,,,,X,X,Venezuela,San Antonio,Monagas,
13.0027,GUANAPITO,ING. J. I. RUÝZ M.,9.91463373,-66.40271212,41,207,49.04,31.839,,Orituco,,1963,X,X,,,X,X,X,Venezuela,Altagracia de Orituco,Guarico,
13.0028,EL GUAPO,ING. F. TRÝAS,10.107199,-65.98025,60,524,155,6,,Guapo,,2010,X,,,,,X,X,Venezuela,El Guapo,Miranda,
13.0029,GUAREMAL,ING. G. ROVATI C.,10.122164,-69.111889,28,,1.53,0.369,,Guaremal,,1973,X,,,,,X,,Venezuela,Yaritagua,Yaracuy,
13.003,GUARICO,ING. G. CAMPILONGO,8.95209223,-67.40589862,30,15000,1840.39,230.748,Guarico,Guarico,,1957,X,X,,,X,X,,Venezuela,Calabozo,Guarico,
13.0031,GUATAMARE,,10.979025,-63.8751312,21,,0.74,0.093,,Grande,,1958,,,,,,X,,Venezuela,Porlamar,Nueva Esparta,
13.0032,GUATAPARO,,10.171486,-68.063205,30,,28.9,3.8,,Cabriales,,1948,,X,,,,X,,Venezuela,Valencia,Carabobo,
13.0033,GURI,DR. RAUL LEONI,7.76647098,-62.99823719,162,7426,135000,4250,Caroni,Caroni,,1986,,,X,,,,,Venezuela,Ciudad Guayana,Bolivar,
13.0034,LA HONDA,ING. J. M. PILE,7.912895,-71.745709,139,,775,20,,Uribante,,1983,,,X,,,,,Venezuela,San Cristobal,Tachira,
13.0035,EL HUEQUE,ING. J. J. BOLINAGA,11.122288,-69.4732,44,,75,5.86,,Hueque,,1995,,,,,,X,,Venezuela,Coro,Falcón,
13.0036,EL ISIRO,,11.344982,-69.645589,35,460,193,19,,Coro,,1963,,,,,,X,,Venezuela,Coro,Falcón,
13.0037,JATIRA - TACARIGUA (TOCUYO DE LA COSTA),,11.05094,-68.403073,,,70.63,17.4,,"Río Játira Y Río Tacarigua, Caño Aruparo Y Caño Cauce",,1971,X,X,,,,X,,Venezuela,Tocuyo De La Costa,,
13.0038,LAGARTIJO,ING. L. KAMBO,10.1877414,-66.72033001,35,173,113,4.51,,Lagartijo,,1962,,,,,,X,,Venezuela,San Francisco de Yare,Miranda,
13.0039,LAVANDEROS,,10.201467,-66.709641,25,,,,,Gußrico,,1962,,,,,,X,,Venezuela,San Francisco de Yare,Miranda,
13.004,MACAGUA II,,8.29263252,-62.68826108,69,3537,363,47.4,,Caroni,,1996,,,X,,,,,Venezuela,Ciudad Guayana,Bolivar,
13.0041,MACHANGO,,10.0980427,-70.96534001,35,1059,110,11.8,,Machango,,1988,X,X,,,,X,,Venezuela,Ciudad Ojeda,Zulia,
13.0042,LAS MAJAGUAS,,9.655591,-68.990722,20,8900,301.63,42.5,,Cojedes-Sarare,,1963,,X,,,,,,Venezuela,San Rafael de Onoto,Portuguesa,
13.0043,EL MAMITO,,10.910907,-70.637368,30,,8.5,2.28,,Agua Viva,,1981,,X,,,,X,,Venezuela,Dabajuro,Falcón,
13.0044,MAPARA,,10.787274,-69.60563514,17,,17.6,2.26,,Churuguara,,1964,,,,,,X,,Venezuela,Churuguara,Falcon,
13.0045,LA MARIPOSA,,10.40884,-66.927021,42,,9,0.54,,Valle,,1949,,,,,,X,,Venezuela,Caracas,Distrito Federal,
13.0046,MASPARRO,,8.83369767,-70.10843009,61,321,856.5,36.909,,Masparro,,1988,X,,X,,X,,,Venezuela,Barinas,Barinas,
13.0047,MATICORA,,10.680482,-70.996655,48,600,453.15,35.633,,MatÝcora,,1978,X,X,,,,X,,Venezuela,Mene Mauroa,Falcon,
13.0048,OCUMARITO,,10.0988303,-66.7998043,57,,10.8,0.75,,Ocumarito,,1969,,,,,,X,X,Venezuela,Charallave,Miranda,
13.0049,ONIA,ING. V. M. ELVIRA,8.585743,-71.694233,31,450,52.57,5.264,,Onia,,1973,X,,,,,,X,Venezuela,El Vigia,Merida,
13.005,PAO - CACHINCHE,SESQUICENTENARIO DE LA BATALLA DE CARABOBO,9.873865,-68.128875,53,260,170,16.5,,Pao,,1974,,X,,,,X,,Venezuela,Valencia,Cojedes,
13.0051,PAO - LA BALSA,ING. C. OLIVARES,9.5801642,-68.14940277,27,,450,51,,Pao,,1981,,,,,,X,,Venezuela,El Pao,Cojedes,
13.0052,PEDREGAL,,10.878082,-70.152733,,,142.5,,,Pedregal,,1978,,,,,,,,Venezuela,Pedregal,Falcon,
13.0053,LA PEREZA,,10.4459261,-66.73741478,65,,8,0.087,,La Pereza,,1969,,,,,,X,,Venezuela,Caracas,Miranda,
13.0054,PETAQUIRE,,10.46827,-67.152599,46,,3,0.185,,Petaquire,,1929,X,,,,,X,,Venezuela,Carayaca,Dtto. Federal,
13.0055,EL PILAR,,10.5673466,-63.21929683,25,,23.2,2.25,,Caratal,,1965,,X,,,,X,,Venezuela,Carupano,Sucre,
13.0056,EL PUEBLITO,ING. J. F. LEDEZMA,9.19683765,-65.57714032,20,2160,314.98,49.5,,Unare,,1983,X,X,,,,X,,Venezuela,Zaraza,Guarico,
13.0057,PUEBLO VIEJO,,10.1798954,-71.03501247,31,500,116,10,,Pueblo Viejo,,1960,,,,,,X,,Venezuela,Lagunillas,Zulia,
13.0058,QUEBRADA SECA,,10.211197,-66.737321,21,,8.5,0.95,,Quebrada Seca,,1961,,,,,,X,,Venezuela,Sta. Teresa del Tuy,Miranda,
13.0059,LOS QUEDICHES,,9.94126965,-70.42966008,40,,38.7,3.001,,Alto Tocuyo,,1979,X,,,,,X,,Venezuela,Carora,Lara,
13.006,SAN JUAN,,11.0210656,-63.93738434,17,,0.1,0.17,,San Juan,,1951,,,,,,X,,Venezuela,San Juan Bautista,Nueva Esparta,
13.0061,SAN PEDRO,,7.31087037,-61.46139784,12,,14,27.5,,Río Pariche,,1967,X,X,,,,X,,Venezuela,Tumeremo,,
13.0062,SANTA CLARA,,9.93645135,-65.12681401,12,,11,23,,Unare,,1963,,,,,,X,,Venezuela,Clarines,,
13.0063,SANTA ROSA,,9.884342,-65.820254,20,,4.5,0.7,,Guaribote,,1976,,X,,,,X,,Venezuela,San Jose de Guaribe,Guarico,
13.0064,SANTO DOMINGO,GRAL. J. A. PßEZ,8.884666,-70.633724,70,,5.4,0.12,,Sto. Domingo - Aracay,,1973,,,X,,,,,Venezuela,Barinas,Merida,
13.0065,SOCUY,,10.9400646,-72.23057959,37,1300,250.93,22.092,,Socuy,,1978,X,X,,,,X,,Venezuela,Maracaibo,Zulia,
13.0066,SUATA,,10.210373,-67.385142,12,,49.9,8.498,,"Río Aragua, Quebradas Mamón Y Agua Blanca. ",,1942,,X,,,,,,Venezuela,La Victoria,,
13.0067,EL TABLAZO,,10.7663664,-71.51701756,20,,4,0.45,,No river,,1973,,,,,,X,,Venezuela,Puertos de Altagracia,Zulia,
13.0068,TAGUACITA,,10.215905,-66.559459,,,1.29,,,Taguacita,,1984,,,,,,,,Venezuela,SantaTeresa del Tuy,Miranda,
13.0069,TAGUAZA,ING. P. P. AZPURUA,10.180488,-66.432097,90,250,180,6.49,,Taguaza,,1998,,,,,,X,,Venezuela,Caucagua,Miranda,
13.007,TAMANACO,,9.45090189,-66.06573001,16,,141.06,36.28,,Tamanaco,,1966,X,X,,,X,X,,Venezuela,Valle La Pascua,Guarico,
13.0071,TAPARITO,,9.484886,-65.461948,12.5,,21.1,457.2,,Quebrada Laya,,1980,X,X,,,,X,,Venezuela,Zaraza,,
13.0072,TIERRA BLANCA,,9.97949614,-67.41640929,43,,5,0.4,,Corozal,,1976,,,,,,X,,Venezuela,San Juan de los Morros,Guarico,
13.0073,LA TIGRA,,10.102791,-65.456413,52,,31,2,,Uchire,,1978,,,,,,X,,Venezuela,Boca de Uchire,Anzoategui,
13.0074,TIZNADOS,ING. F. MANCILLA,9.53016239,-67.62038677,39,590,882.15,74.28,,Tiznados,,1983,,X,,,X,X,X,Venezuela,Dos Caminos,Guarico,
13.0075,TOCOMA,MANUEL PILAR,7.90676866,-63.02671741,127,7000,1770,87,,Caroni,,2016,,,X,,,,,Venezuela,El Guri,Bolivar,
13.0076,TULE,,10.9095989,-72.13625552,19,5315,267.8,51.719,,CachirÝ,,1971,X,X,,,,X,,Venezuela,Maracaibo,Zulia,
13.0077,TURIMIQUIRE,ING. A. MICHELANGELI,10.1756807,-64.297206,136,440,339,15,Turimiquire,Turimiquire,,1982,X,X,,,,X,,Venezuela,Barcelona,Sucre,
13.0078,VILCHEZ,,9.675492,-67.259023,16,,12.8,1.43,,Vilchez,,1995,,X,,,,X,,Venezuela,San Juan de los Morros,Guarico,
13.0079,VISTA ALEGRE,,9.086383,-64.965392,19,,49,9.725,,Unare,,1978,X,X,,,,X,,Venezuela,Zaraza,Anzoategui,
13.008,LA VUELTOSA,,7.750824,-71.468286,135,600,5700,118,,Caparo,,1994,,,,,,,,Venezuela,San Cristobal,Tachira,
13.0081,YACAMBU,,9.68680158,-69.50711917,158,115,461,8.52,,Yacambù,,2011,X,,,,X,X,,Venezuela,Barquisimeto,Lara,
13.0082,ZAMURO,,10.274537,-69.531779,,,32.5,,,La Fundacion,,1971,,,,,,,,Venezuela,Bobare,Lara,
