ID,NAME OF THE DAM,OTHER NAME,DECIMAL DEGREE LATITUDE,DECIMAL DEGREE LONGITUDE,HEIGHT,LENGTH,RESERVOIR CAPACITY,RESERVOIR AREA,RESERVOIR NAME,RIVER,INTERNATIONAL,YEAR OF COMPLETION,FLOOD CONTROL,IRRIGATION,HYDROELECTRICITY,NAVIGATION,RECREATION,WATER SUPPLY,OTHER USE,COUNTRY,NEAREST TOWN,STATE / PROVINCE,NOTE
3.0233,JERIMUM,,-3.8378881,-39.69016002,23,,20.25,0.27,,Caxitoré,,,,,,,,,,Brazil,Irauçuba,Ceará,
3.0234,JIRAU,,-9.2660586,-64.64835275,62,1150,2746.7,0.362,,Madeira,,2015,,,X,,,,,Brazil,Porto Velho,Rondônia,
3.0235,JOANA II,,-4.440468,-41.473579,27,,10.673,,,dos Matos,,,,,,,,,,Brazil,Pedro II,Piauí,
3.0236,JOANES I,,-12.8359,-38.32427,10,,19,0.002,,Joanes,,,,,,,,,,Brazil,Lauro de Freitas/Camaçari,Bahia,
3.0237,JOANES II,,-12.674781,-38.3804277,15,822,128,0.6,,Joanes,,1971,,,,,,,,Brazil,Camaçari/Dias D'Ávila/Simões Filho,Bahia,
3.0238,JOÃO AMADO (UHE GUARITA),,-27.76527,-53.55856889,11,,10.5,,,Guarita,,,,,,,,,,Brazil,Palmeira das Missões/Coronel Bicado,Rio Grande do Sul,
3.0239,JOÃO CAMILO PENNA (EX CACHOEIRA DO EMBOQUE),,-20.116537,-42.39652,23,,22.1,3.5,,Matipó,,,,,X,,,,,Brazil,Raul Soares,Minas Gerais,
3.024,JOÃO PENIDO,,-21.6844,-43.4032,,,,,,,,,,,,,,,,Brazil,Juiz de Fora,Minas Gerais,
3.0241,JOAQUIM TAVORA (FEITICEIRO),,-5.949,-38.8314,21,,24.1,0.543,,Jaguaribe,,,,,,,,,,Brazil,Jaguaribe,Ceará,
3.0242,JOSÉ MAIA FILHO,JACUI,-29.073402,-53.20911951,24,,,,,Jacuí,,,,,,,,,,Brazil,Salto do Jacuí,Rio Grande do Sul,
3.0243,JUCAZINHO,ANTÔNIO G. NETO,-7.9673,-35.742,62,,327,,,Capibaribe,,,,,,,,,,Brazil,Cumaru/Surubim,Pernambuco,
3.0244,JUNDIAI,,-23.626989,-46.19813165,32,690,220,11.1,,Jundiaí,,2005,,,,,,,,Brazil,Mogi das Cruzes,São Paulo,
3.0245,JUPIÁ,ENGENHEIRO SOUZA DIAS,-20.797466,-51.62709023,43,5604,3521,0.33,,Paraná,,1968,,,X,X,,,,Brazil,Andradina/Três Lagoas/Castilhos,São Paulo/Mato Grosso do Sul,
3.0246,JUQUERI,PAULO DE PAIVA CASTRO,-23.329964,-46.67915516,22,210,36,0.55,,Juqueri,,1970,,,,,,,,Brazil,Franco da Rocha,São Paulo,
3.0247,JURACY MAGALHÃES,,-12.5372,-40.3169,13,,4.63,,,Piranhas,,,,,,,,,,Brazil,Itaberaba,Bahia,
3.0248,JURUMIRIM,ARMANDO AVELLANAL LAYDNER,-23.211487,-49.23041831,50,484,7007.52,0.547,Barra Bonita,Paranapanema,,1962,,,X,,,,,Brazil,Cerqueira César/Piraju,São Paulo,
3.0249,JUTURNAIBA,,-22.597964,-42.2640097,12,3800,126,26.5,,São João,,1983,,,,,,,,Brazil,Araruama/Silva Jardim,Rio de Janeiro,
3.025,LAGOA DO ARROZ,,-6.7981,-38.5702,30,,80.221,0.013,,Piranhas,,,,,,,,,,Brazil,Bom Jesus/Cajazeiras,Paraíba,
3.0251,LAGOA DO BARRO,,-7.7725,-40.3763,18,,13.162,4.3,,São Pedro,,,,,,,,,,Brazil,Araripina,Pernambuco,
3.0252,LAGOA GRANDE,CODORNA,-20.178056,-43.94315,24,,16.12,,,Capitão do Gato,,,,,,,,,,Brazil,Nova Lima,Minas Gerais,
3.0253,LAGOA GRANDE,,-12.154862,-46.81731052,24,,67.2,,,Palmeiras,,,,,,,,,,Brazil,Ponte Alta do Bom Jesus/Dianópolis,Tocantins,
3.0254,LAJEADO,LUIS EDUARDO MAGALHÃES,-9.7598,-48.3706,31,,5190,0.63,,Tocantins,,2002,,,X,,,,,Brazil,Palmas/Miracema do Tocantins,Tocantins,
3.0255,LIMA CAMPOS,,-6.4022283,-38.95696368,19,185,66.382,0.016,,São João,,1932,,,,,,,,Brazil,Icó,Ceará,
3.0256,LIMOEIRO (ARMANDO SALLES DE OLIVEIRA),,-21.624738,-47.00907243,41,,34.13,0.269,,Pardo,,,,,X,,,,,Brazil,Mococa/São José do Rio Pardo,São Paulo,
3.0257,LUCRÉCIA,,-6.11901,-37.81832,21,,27.27,0.579,,Apodi,,,,,,,,,,Brazil,Lucrécia,Rio Grande do Norte,
3.0258,LUDESA,,-26.579248,-52.49573735,25,,97.4,,,Chapecó,,,,,,,,,,Brazil,Ipuaçu/São Domingos,Santa Catarina,
3.0259,MACABU,,-22.139323,-42.09810536,38,285,51.5,0.004,,Macabu,,1950,,,,,,,,Brazil,Trajano de Morais,Rio de Janeiro,
3.026,MACAÚBAS,,-13.014438,-42.54935602,22,,20.9,,,Sapec. e Riachão,,,,,,,,,,Brazil,Macaúbas,Bahia,
3.0261,MACHADINHO,,-27.526036,-51.790131,126,700,3339,0.079,,Pelotas,,2002,,,X,,,,,Brazil,Machadinho/Piratuba,Rio Grande do Sul/Santa Catarina,
3.0262,MACHADO MINEIRO,,-15.522417,-41.51077219,34,280,202,2.127,,Pardo,,1992,,,,,,,,Brazil,Machado Mineiro,Minas Gerais,
3.0263,MÃE D'ÁGUA,ENG. E. C. DA CUNHA,-7.0760642,-37.97740682,35,175,640,23.6,Mae d'Agua,Aguiar,,1956,,,,,,,,Brazil,Coremas,Paraíba,
3.0264,MAESTRA,,-29.1116,-51.1646,,,,,,,,,,,,,,,,Brazil,Caxias do Sul,Rio Grande do Sul,
3.0265,MAFRÁS,,-27.037442,-49.5688156,67,,357,,,Itaputã,,,,,,,,,,Brazil,Ibirama,Santa Catarina,
3.0266,MALHADA VERMELHA,,-5.7843,-37.9159,16,,7.616,,,Apodi,,,,,,,,,,Brazil,Severiano Melo,Rio Grande do Norte,
3.0267,MANSO,,-14.872893,-55.78446499,73,2800,8555,0.427,,Manso,,2001,X,,X,X,,,,Brazil,Nova Brasilândia/Chapada dos Guimarães,Mato Grosso,
3.0268,MARECHAL DUTRA,,-6.4255637,-36.60233309,33,202,40,0.008,,Acauã,,1959,,,,,,,,Brazil,Acari,Rio Grande do Norte,
3.0269,MARIMBONDO,,-20.314323,-49.18898833,90,3600,6150,0.438,,Grande,,1975,,,X,,,,,Brazil,Icém/Fronteira,São Paulo/Minas Gerais,
3.027,MASCARENHAS,,-19.500798,-40.91868096,30,553,24.431,0.004,,Doce,,1968,,,X,,,,,Brazil,Baixo Guandu,Espírito Santo,
3.0271,MASCARENHAS DE MORAES (EX-PEIXOTO),PEIXOTO,-20.286228,-47.06403715,72,600,4040,269.5,Peixoto,Grande,,1956,,,X,,,,,Brazil,Ibiraci,,
3.0272,MAUÁ,,-24.062401,-50.70844283,,,,,,,,,,,,,,,,Brazil,Telêmaco Borba/Ortigueira,Paraná,
3.0273,MAURICIO (USINA NOVA),NOVA USINA MAURICIO,-21.47584,-42.84592199,23,,22,,,Novo,,,,,,,,,,Brazil,Itamarati de Minas/Leopoldina,Minas Gerais,
3.0274,MELISSA,NOVA AURORA,-24.535163,-53.20406167,,,,,,,,,,,,,,,,Brazil,Nova Aurora/Anahy,Paraná,
3.0275,MENDOBIM,,-5.6481963,-36.93006933,26,1040,76.349,0.01,,Piranhas,,1972,,,,,,,,Brazil,Açu,Rio Grande do Norte,
3.0276,MIGUELÃO,,-20.126376,-43.94979667,35,,7.9,,,Capitão do Mato,,,,,,,,,,Brazil,Nova Lima,Minas Gerais,
3.0277,MIRANDA,,-18.911312,-48.0405468,79,1050,1120,0.07,,Araguari,,1998,,,X,,,,,Brazil,Indianópolis/Uberlândia,Minas Gerais,
3.0278,MIROROS,,-11.459297,-42.34488846,,,165,0.033,,,,,,,,,,,,Brazil,Gentio do Ouro/Ibipeba,Bahia,
3.0279,MOGI GUAÇÚ,,-22.378768,-46.89968293,15,,32.89,,,Mogi Guaçu,,,,,,,,,,Brazil,Mogi Mirim/Mogi Guaçu,São Paulo,
3.028,MONJOLINHO,,-27.3458,-52.7315,74,420,150.48,0.006,,Passo Fundo,,2005,,,X,,,,,Brazil,Faxinalzinho/Nonoai,Rio Grande do Sul,
3.0281,MONJOLINHO,,-21.986,-47.88212,,,5.89,,,Monjolinho,,,,,,,,,,Brazil,São Carlos,São Paulo,
3.0282,MONTE CLARO,,-29.030937,-51.52175963,36,,11.28,0.002,,das Antas,,,,,X,,,,,Brazil,Pinto Bandeira/Veranópolis,Rio Grande do Sul,
3.0283,MONTE SERRAT,,-22.020429,-43.29947782,,,,,,,,,,,,,,,,Brazil,Simão Pereira/Comendador Levy Gasparian,Minas Gerais/Rio de Janeiro,
3.0284,MORCEGO,,-5.8790705,-37.34535091,15,,7.9,,,Cachoeirinha,,,,,,,,,,Brazil,Augusto Severo,Rio Grande do Norte,
3.0285,MOSQUITÃO,,-16.343,-51.4388,25,,18.69,,,Caiapó,,,,,,,,,,Brazil,Iporá/Arenópolis,Goiás,
3.0286,MOURÃO I,,-24.104616,-52.32980719,21,,65,,,Mourão,,,,,,,,,,Brazil,Campo Mourão,Paraná,
3.0287,MOXOTÓ,APOLÔNIO SALES,-9.3672962,-38.21083388,30,2825,1150,0.098,,São Francisco,,1977,,,X,,,,,Brazil,Paulo Afonso/Delmiro Gouveia,Bahia/Alagoas,
3.0288,MUNDAU,,-3.6319723,-39.51641926,,,21.308,0.002,,,,,,,,,,,,Brazil,Uruburetama,Ceará,
3.0289,NORTE,,-26.89124,-49.6818132,67,,357,,,Itajaí do Norte,,,,,,,,,,Brazil,José Boiteux,Santa Catarina,
3.029,NOVA AVANHANDAVA,RUI BARBOSA,-21.118111,-50.20138708,71,2088,2830,0.21,Bariri,Tietê,,1982,,,X,X,,,,Brazil,Buritama/Brejo Alegre,São Paulo,
3.0291,NOVA FLORESTA,,-5.9483,-38.9073,16,,7.61,,,Jaguaribe,,,,,,,,,,Brazil,Nova Floresta,Ceará,
3.0292,NOVA PONTE,,-19.129994,-47.69724947,142,1600,12792,0.443,,Araguari,,1994,,,X,,,,,Brazil,Nova Ponte,Minas Gerais,
3.0293,NOVA SINCERIDADE,BENJAMIN MÁRIO BAPTISTA,-20.227471,-41.99603758,19,,4.29,,,Manhuaçu,,,,,,,,,,Brazil,Reduto/Manhuaçu,Minas Gerais,
3.0294,NOVA USINA MAURICIO,MAURICIO (USINA NOVA),-21.47584,-42.84592199,,,,,,,,,,,,,,,,Brazil,Itamarati de Minas/Leopoldina,Minas Gerais,
3.0295,OESTE,,-27.0983,-50.0388,25,422,83,0.009,,Itajaí do Oeste,,1972,,,,,,,,Brazil,Taió,Santa Catarina,
3.0296,OMBREIRAS,,-15.129834,-58.73056719,37,,480,,,Jauru,,2005,,,X,,,,,Brazil,Jauru/Indiavaí,Mato Grosso,
3.0297,ORÓS,PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,-6.2396359,-38.92480433,54,670,2100,0.212,Oros,Jaguaribe,,1961,X,X,,,,X,,Brazil,Orós,Ceará,
3.0298,OURINHOS,,-23.06856,-49.83831,,,20.8,4.3,,Paranapanema,,,,,X,,,,,Brazil,Ourinhos/Jacarezinho,São Paulo/Paraná,
3.0299,OURO,,-27.63645,-51.48963907,16,,240,,,Marmeleiro,,,,,,,,,,Brazil,Barracão,Rio Grande do Sul,
3.03,PALMEIRAS,RIO BONITO (CELESC),-26.607144,-49.33874278,,,,,,Bonito Rosina,,,,,,,,,,Brazil,Rio dos Cedros,Santa Catarina,
3.0301,PAMPULHA,,-19.8466,-43.9669,,,,,,,,,,,,,,,,Brazil,Belo Horizonte,Minas Gerais,
3.0302,PARAIBUNA,,-23.364785,-45.66024712,84,1285,5190,0.177,Paraibuna,Paraibuna,,1978,X,X,X,,,,,Brazil,Paraibuna,São Paulo,
3.0303,PARAITINGA III,,-23.528314,-45.9522153,22,400,36.728,,,Paraitinga,,1999,X,,,,,,X,Brazil,Salesópolis,São Paulo,
3.0304,PARANOÁ,,-15.798854,-47.78429384,50,605,510,0.038,,Paranoá,,1960,,,X,,X,,,Brazil,Brasília,Distrito Federal,
3.0305,PASSAUNA,,-25.531432,-49.39112672,22,1325,59,0.013,,Passaúna,,1989,,,,,,,,Brazil,Araucária,Paraná,
3.0306,PASSO FUNDO,,-27.552296,-52.74010518,47,524,1589,0.149,Barragem Passo Fundo,Passo Fundo,,1973,,,X,,,,,Brazil,Trindade do Sul/Entre Rios do Sul,Rio Grande do Sul,
3.0307,PASSO REAL,,-29.014612,-53.19084847,58,70,3650,0.234,Real,Jacuí,,1973,,,X,,,,,Brazil,Salto do Jacuí,Rio Grande do Sul,
3.0308,PASSO SÃO JOÃO,,-26.282315,-52.29508394,,,,,,,,,,,,,,,,Brazil,Honório Serpa/Clevelândia,Paraná,
3.0309,PATAXÓ,,-5.615706,-36.82949678,17,,24.5,0.003,,Pataxó,,,,,,,,,,Brazil,Ipanguaçu,Rio Grande do Norte,
3.031,PATOS,,-3.7612,-40.0367,16,,7.553,,,Aracatiaçu,,,,,,,,,,Brazil,Sobral,Ceará,
3.0311,PATU,,-5.5818308,-39.40266197,35,,71.83,0.009,,Jaguaribe,,1987,,,,,,,,Brazil,Senador Pompeu,Ceará,
3.0312,PAU DOS FERROS,,-6.1454341,-38.19076592,24,580,54.846,0.012,,Apodi,,1967,,,,,,,,Brazil,Pau dos Ferros,Rio Grande do Norte,
3.0313,PAULO AFONSO,,-9.3976305,-38.20239479,11,,26,,,São Francisco,,,,,,,,,,Brazil,Paulo Afonso,Bahia,
3.0314,PAULO AFONSO I,PAULO AFONSO,-9.39644,-38.20121805,20,,,5.2,,São Francisco,,,,,X,,,,,Brazil,Paulo Afonso,Bahia,
3.0315,PAULO AFONSO IV,,-9.41549,-38.20804,35,7350,127.5,0.013,,São Francisco,,1979,,,X,,,,,Brazil,Paulo Afonso,Bahia,
3.0316,PCH FORTUNA II,,-19.067644,-42.88966565,21,,6.56,,,,,,,,,,,,,Brazil,Dores de Guanhães/Virginópolis,Minas Gerais,
3.0317,PEDRA,,-13.868554,-40.23555695,58,374,1640,0.101,,de Contas,,1970,X,X,X,,,,,Brazil,Jequié,Bahia,
3.0318,PEDRA DO CAVALO,,-12.583804,-38.99830221,142,510,4149,0.13,,Paraguassu,,2005,,,X,,,,,Brazil,Cachoeira/São Félix,Bahia,
3.0319,PEDRA REDONDA,,-8.0111,-41.4948,50,,216,20.5,,Canindé,,,,,,,,,,Brazil,Conceição do Canindé,Piauí,
3.032,PEDRAS ALTAS,,-11.187314,-40.05401777,24,,38.45,4.5,,Itapicuru Mirim,,,,,,,,,,Brazil,Caém/Jacobina,Bahia,
3.0321,PEDRAS BRANCAS,,-5.1504678,-38.87855426,,,434.052,0.073,,,,,,,,,,,,Brazil,Quixadá,Ceará,
3.0322,PEIXE ANGICAL,,-12.242595,-48.37823812,39,571,2740,0.295,,Tocantins,,2006,,,X,,,,,Brazil,São Salvador do Tocantins/Peixe,Tocantins,
3.0323,PEIXOTO,MASCARENHAS DE MORAES,-20.286228,-47.06403715,72,,,,,Grande,,,,,,,,,,Brazil,Delfinópolis/Ibiraci,Minas Gerais,
3.0324,PENTECOSTE,PEREIRA DE MIRANDA,-3.805797,-39.26188669,29,,395.64,,,Curu,,,,,,,,,,Brazil,Pentecoste,Ceará,
3.0325,PEREIRA PASSOS,PONTE COBERTA ,-22.686738,-43.82504167,55,,16.9,1.1,,Ribeirão das Lajes,,,,,X,,,,,Brazil,Piraí,Rio de Janeiro,
3.0326,PETI,,-19.8938,-43.3666,46,,43.578,,,Santa Bárbara,,,,,,,,,,Brazil,São Gonçalo do Rio Abaixo,Minas Gerais,
3.0327,PETRONIO PORTELA,,-9.0002688,-42.42567167,37,962,181.248,0.045,,Piauí,,1989,,,,,,,,Brazil,São Raimundo Nonato,Piauí,
3.0328,PICADA,,-21.88476,-43.54045,32,,7,,,do Peixe,,,,,X,,,,,Brazil,Juiz de Fora,Minas Gerais,
3.0329,PILÕES,,-6.6959506,-38.51780694,14,,13,0.4,,Triunfo,,,,,,,,,,Brazil,São João do Rio do Peixe,Paraíba,
3.033,PINHÕES,,-9.5801812,-39.8882075,12,,15.216,,,Curaça,,,,,,,,,,Brazil,Curaçá,Bahia,
3.0331,PIRACICABA,,-19.85615,-43.11984,,,,,,,,,,,,,,,,Brazil,João Monlevade,Minas Gerais,
3.0332,PIRAJU,,-23.153968,-49.37967569,,,105,0.013,,,,,,,X,,,,,Brazil,Piraju,São Paulo,
3.0333,PIRAPAMA,,-8.287268,-35.07151764,42,,61,0.01,,Pirapama,,,,,,,,,,Brazil,Cabo de Santo Agostinho,Pernambuco,
3.0334,PIRAPORA,,-23.391317,-46.99512006,40,92,59,2.4,,Tietê,,1956,,,,,,,,Brazil,Pirapora do Bom Jesus,São Paulo,
3.0335,PIRAQUARA,,-25.5058,-49.0285,30,250,23,0.001,,Caiguava,,1979,,X,,,,X,,Brazil,Piraquara,Paraná,
3.0336,PITINGA,,-0.86595,-59.60484,30,,585,0.002,,Pitinga,,,,,X,,,,,Brazil,Urucará,Amazonas,
3.0337,PLANALTO,,-18.787184,-52.37522511,14,,56.5,,,Aporé,,,,,,,,,,Brazil,Cassilândia/Aporé,Goiás,
3.0338,POÇO DA PEDRA,,-6.9838355,-40.3557355,31,797,52,0.009,,Jaguaribe,,1958,,,,,,,,Brazil,Campos Sales,Ceará,
3.0339,POÇO DO BARRO,,-5.383068,-38.46039328,25,628,54.7,0.011,,Jaguaribe,,1956,,,,,,,,Brazil,Morada Nova,Ceará,
3.034,POÇO FUNDO,,-7.9619226,-36.34967194,7,,27.8,2.1,,do Machado,,,,,,,,,,Brazil,Campestre/Poço Fundo,Minas Gerais,
3.0341,POÇO REDONDO,,-7.5863,-38.3025,36,,8.932,,,Santana,,,,,,,,,,Brazil,Santana de Mangueira,Paraíba,
3.0342,POÇÕES,,-7.88898,-36.998252,17,,29.861,0.008,,Paraíba,,,,,,,,,,Brazil,Monteiro,Paraíba,
3.0343,PONTAL (MINERVINO),,-19.624765,-43.18210806,57,,68.8,,,Córrego Minervino,,,,,,,,,,Brazil,Itabira,Minas Gerais,
3.0344,PONTAL DO PRATA,,-18.7372,-52.2974,18,,,,,da Prata,,,,,,,,,,Brazil,Aporé,Goiás,
3.0345,PONTE COBERTA ,PEREIRA PASSOS,-22.686738,-43.82504167,,,,,,,,,,,,,,,,Brazil,Paracambi,Rio de Janeiro,
3.0346,PONTE DE PEDRA,,-17.608946,-54.82632246,35,1450,110,0.015,,Correntes,,2005,,,X,,,,,Brazil,Sonora/Itiquira,Mato Grosso do Sul/Mato Grosso,
3.0347,PONTE NOVA,,-23.580991,-45.97212753,41,934,336,,,Tietê,,1970,,,,,,,,Brazil,Biritiba-Mirim/Salesópolis,São Paulo,
3.0348,PONTO NOVO,,-10.8536,-40.17221037,32,,48.28,6.6,,Itapicuru-açu,,,,,,,,,,Brazil,Ponto Novo,Bahia,
3.0349,PORTO COLOMBIA,,-20.130247,-48.57045171,40,2150,1525,0.143,,Grande,,1973,,,X,,,,,Brazil,Guaíra/Planura,São Paulo/Minas Gerais,
3.035,PORTO ESTRELA,,-19.115693,-42.66137578,61,,95.33,0.005,,Santo Antônio,,,,,X,,,,,Brazil,Açucena/Joanésia,Minas Gerais,
3.0351,PORTO FRANCO MONTANTE,,-11.81387,-46.78462,29,,10.6,,,Palmeiras,,,,,,,,,,Brazil,Novo Jardim/Dianópolis,Tocantins,
3.0352,PORTO PRIMAVERA,ENGENHEIRO SÉRGIO MOTTA,-22.473345,-52.9589544,38,11220,20000,2.25,,Paraná,,1986,X,,X,X,,,,Brazil,Rosana/Bataguassu,São Paulo/Mato Grosso do Sul,
3.0353,PORTO RASO,,-24.0619,-47.41627,,,20.4,1.6,,Juquiá,,,,,X,,,,,Brazil,Miracatu/Tapiraí,São Paulo,
3.0354,PRATA,,-26.764168,-53.66677135,14,,0.016,0.2,,do Índio,,,,,,,,,,Brazil,Bandeirante,Santa Catarina,
3.0355,PRAZERES,JUST. A FEITOSA,-7.1087,-38.6839,49,,32.5,0.003,,Macacos,,,,,,,,,,Brazil,Barro,Ceará,
3.0356,PREMUOCA,,-3.3198911,-40.55465594,13,,5.203,,,São Francisco,,,,,,,,,,Brazil,Uruoca,Ceará,
3.0357,PRIMAVERA,,-11.904911,-61.23523775,16,,8.4,,,Pimenta Bueno,,,,,,,,,,Brazil,Pimenta Bueno/Primavera de Rondônia,Rondônia,
3.0358,PROMISSÃO,MARIO LOPES LEÃO,-21.296735,-49.7835777,50,3710,7400,0.059,,Tietê,,1975,,,X,,,,,Brazil,Promissão/Ubarana,São Paulo,
3.0359,PUIU,,-6.2025,-40.7113,,,,,,,,,,,,,,,,Brazil,Parambu,Ceará,
3.036,QUEBRA QUEIXO,,-26.653893,-52.54211871,75,690,136.63,0.006,,Chapecó,,2003,,,,,,,,Brazil,Ipuaçu/São Domingos,Santa Catarina,
3.0361,QUEIMADO,,-16.209669,-47.3246341,70,1060,492.3,0.04,,Preto,,2004,,,X,,,,,Brazil,Cristalina/Cabeceira Grande,Goiás/Minas Gerais,
3.0362,QUEIXADA,,-18.732813,-51.79796724,30,,,,,Corrente,,,,,,,,,,Brazil,Itarumã/Aporé,Goiás,
3.0363,QUINQUE,,-6.084887,-39.45409,,,,,,,,,,,,,,,,Brazil,Acopiara,Ceará,
3.0364,QUIXABINHA,,-7.502,-38.7477,35,,31.78,0.003,,Jaguaribe,,,,,,,,,,Brazil,Mauriti,Ceará,
3.0365,QUIXERAMOBIM,,-5.1982558,-39.3132928,14,180,54,0.005,,Jaguaribe,,1960,,,,,,,,Brazil,Quixeramobim,Ceará,
3.0366,RASGÃO,,-23.381937,-47.02904969,,,7.3,0.001,,,,,,,X,,,,,Brazil,Pirapora do Bom Jesus,São Paulo,
3.0367,REALEJO,,-5.2606,-40.8064,21,,31.551,0.009,,Carrapateiras,,,,,,,,,,Brazil,Crateús,Ceará,
3.0368,RÊNIC,,-16.480621,-51.41772754,26,,8.611,,,,,,,,,,,,,Brazil,Palestina de Goiás/Arenópolis,Goiás,
3.0369,RETIRO BAIXO,,-18.87978,-44.77745701,44,1026,241.59,0.023,,Paraopeba,,2010,,,X,,,,,Brazil,Pompéu/Curvelo,Minas Gerais,
3.037,RETIRO VELHO,,-18.820791,-52.17694079,,,68.76,,,da Prata,,,,,,,,,,Brazil,Aporé,Goiás,
3.0371,RIACHÃO,,-4.0007,-38.523,26,,46.95,1.3,,Riachão,,,,,,,,,,Brazil,Fortaleza,Ceará,
3.0372,RIACHINHO (CEL. AMÉRICO TEIXEIRA),RIACHINHO (CEL. AMER,-19.164957,-43.67172531,,,,,,,,,,,,,,,,Brazil,Santana do Riacho,Minas Gerais,
3.0373,RIACHO DO SANGUE,,-5.6914796,-38.94961229,24,308,61.424,0.008,,Jaguaribe,,1918,,,,,,,,Brazil,Solonópolis,Ceará,
3.0374,RIACHO DOS CARNEIROS,,-7.1059116,-39.32843366,35,281,37.181,0.005,,Jaguaribe,,1985,,,,,,,,Brazil,Caririaçu,Ceará,
3.0375,RIACHO DOS CAVALOS,,-6.4316,-37.6503,14,,17.699,2.8,,Grande,,,,,,,,,,Brazil,Catolé do Rocha,Paraíba,
3.0376,RIACHO PRETO,,-11.950798,-46.755654,18,,8.76,,,Rio Palmeiras,,,,,,,,,,Brazil,Dianópolis/Novo Jardim,Tocantins,
3.0377,RIACHO SANTO ANTONIO,,-7.7007597,-36.16262389,20,,6.834,,,Paraíba,,,,,,,,,,Brazil,Riacho de Santo Antonio,Paraíba,
3.0378,RIBEIRÃO DA CACHOEIRA,TABUAO,-20.49732,-43.55609,,,,,,,,,,,,,,,,Brazil,Ouro Preto,Minas Gerais,
3.0379,RIBEIRÃO DO CIPO,,-21.8538,-46.6081,,,,,,,,,,,,,,,,Brazil,Poços de Caldas,Minas Gerais,
3.038,RIO BONITO,,-20.060228,-40.64318958,19,,26.35,0.001,,Santa Maria,,,,,X,,,,,Brazil,Santa Maria de Jetibá,Espírito Santo,
3.0381,RIO BONITO (CELESC),"ALTO PALMEIRAS, PALMEIRAS",-26.607144,-49.33874278,19,,32.7,,,do Cedros,,,,,,,,,,Brazil,Rio dos Cedros,Santa Catarina,
3.0382,RIO DAS FLÔRES,,-5.0642065,-44.66486399,,,,,,,,,,,,,,,,Brazil,São Miguel do Oeste,Santa Catarina,
3.0383,RIO DE PEDRAS,,-20.213361,-43.73173822,32,,6.04,0.002,,das Velhas,,,,,,,,,,Brazil,Itabirito,Minas Gerais,
3.0384,RIO DO PAULO,,-13.758179,-41.80437866,,,,,,,,,,,,,,,,Brazil,Livramento de Nossa Senhora,Bahia,
3.0385,RIO DO PEIXE I,,-19.67409,-43.23655,31,,13,,,do Peixe,,,,,,,,,,Brazil,Itabira,Minas Gerais,
3.0386,RIO MANSO,,-20.144972,-44.25682188,54,580,136.91,0.002,,Manso,,1991,,,,,,,,Brazil,Brumadinho,Minas Gerais,
3.0387,RIO VERDE,,-25.527727,-49.52776356,21,,36,,,Verde,,,,,,,,,,Brazil,Araucária/Campo Largo,Paraná,
3.0388,ROCHEDO,,-17.388192,-49.21622842,,,29.78,,,Rochedo,,,,,,,,,,Brazil,Novo Mundo,Mato Grosso,
3.0389,RONDON,,-11.992505,-60.69448375,18,,,,,Juruena,,,,,,,,,,Brazil,Sapezal/Campos de Júlio,Mato Grosso,
3.039,RONDON II,,-11.998296,-60.69727005,11,,478.29,0.024,,Comemoração,,2009,,,X,,,,,Brazil,Pimenta Bueno,Rondônia,
3.0391,ROSAL,,-20.91727,-41.72194,27,,16.99,0.002,,Itabapoana,,,,,X,,,,,Brazil,São José do Calçado/Bom Jesus do Itabapoana,Espírito Santo/Rio de Janeiro,
3.0392,ROSANA,,-22.600432,-52.87041011,30,2340,1920,0.22,,Paranapanema,,1987,,,X,,,,,Brazil,Rosana/Diamante do Norte,São Paulo/Paraná,
3.0393,SABUGI,,-6.6456111,-37.19892121,21,340,65.334,2.3,,Piranhas,,1965,,,,,,,,Brazil,São João do Sabugi,Rio Grande do Norte,
3.0394,SACO,,-7.948103,-38.282606,31,65,36,0.007,,Saco,,1936,,,,,,,,Brazil,Serra Talhada,Pernambuco,
3.0395,SACO DE NOVA OLINDA,,-7.5136886,-38.04653322,56,240,97.488,0.007,,Piranhas,,1989,,,,,,,,Brazil,Nova Olinda,Paraíba,
3.0396,SACO II,,-8.5437536,-40.16869572,29,460,123.523,0.021,,Garças,,1970,,,,,,,,Brazil,Lagoa Grande/Santa Maria da Boa Vista,Pernambuco,
3.0397,SALÃO,,-4.4065481,-39.31304126,15,,6.05,,,Salão,,,,,,,,,,Brazil,Canindé,Ceará,
3.0398,SALGUEIRO,,-8.0296,-39.0608,13,,14.698,0.4,,Pitombeira,,,,,,,,,,Brazil,Salgueiro,Pernambuco,
3.0399,SALINAS,,-16.114452,-42.282647,32,680,85,0.002,,Salinas,,1991,,,,,,,,Brazil,Salinas,Minas Gerais,
3.04,SALTO,,-29.311869,-50.67687496,10,,15,,,Santa Cruz,,,,,,,,,,Brazil,São Francisco de Paula,Rio Grande do Sul,
3.0401,SALTO,,-18.809513,-51.17375989,42,,1187.4,,,Verde,,,,,,,,,,Brazil,Caçu/Itarumã,Goiás,
3.0402,SALTO,,-15.291119,-58.7090503,17,,4.013,,,Jauru,,,,,,,,,,Brazil,Indiavaí/Jauru,Mato Grosso,
